Year Month Day Hour Min Sec Msec Bx[nT] By[nT] Bz[nT] Vx[km/s] Vy[km/s] Vz[km/s] N[cm^(-3)] T[Kelvin]
2012 7 23 0 0 0 0 0 -0.039815 0.0816 -483.1 -0.069115 498.37 5.8 10000
2012 7 23 0 1 0 0 0 -0.081349 0.18562 -483.66 -0.05765 496.63 5.8 10000
2012 7 23 0 2 0 0 0 -0.11447 0.28799 -484.22 0.23848 494.9 5.8 10000
2012 7 23 0 3 0 0 0 -0.13719 0.38279 -484.78 0.47967 495.12 5.8 13246
2012 7 23 0 4 0 0 0 -0.15438 0.48098 -485.34 0.77637 496.46 5.8 16558
2012 7 23 0 5 0 0 0 -0.16966 0.58835 -485.9 1.2342 499.76 5.8 19989
2012 7 23 0 6 0 0 0 -0.18998 0.69875 -485.9 1.4392 498.23 5.8 23538
2012 7 23 0 7 0 0 0 -0.20976 0.80585 -485.9 1.6553 496.57 5.8 27207
2012 7 23 0 8 0 0 0 -0.23091 0.90825 -485.9 1.9225 494.8 5.8 30995
2012 7 23 0 9 0 0 0 -0.26602 1.0139 -485.9 2.2819 493.27 5.8 34901
2012 7 23 0 10 0 0 0 -0.31145 1.1045 -485.9 2.6445 491.62 5.8 38555
2012 7 23 0 11 0 0 0 -0.36143 1.2022 -486.12 2.925 499.97 5.8 41956
2012 7 23 0 12 0 0 0 -0.41975 1.3088 -486.34 3.2575 498.48 5.8 45104
2012 7 23 0 13 0 0 0 -0.45434 1.4395 -486.56 3.6998 496.84 5.8 47999
2012 7 23 0 14 0 0 0 -0.48993 1.5608 -486.78 4.0661 495.17 5.8 50641
2012 7 23 0 15 0 0 0 -0.50043 1.582 -487 4.2962 493.51 5.8 50077
2012 7 23 0 16 0 0 0 -0.50063 1.583 -486.74 4.5647 491.75 5.8 49619
2012 7 23 0 17 0 0 0 -0.52027 1.5948 -486.48 5.0465 490.13 5.8 49266
2012 7 23 0 18 0 0 0 -0.52709 1.6264 -486.22 5.2365 498.39 5.8 49019
2012 7 23 0 19 0 0 0 -0.53163 1.6688 -485.96 5.4268 496.73 5.8 48878
2012 7 23 0 20 0 0 0 -0.56131 1.6741 -485.7 5.7336 495.04 5.8 48694
2012 7 23 0 21 0 0 0 -0.5668 1.6853 -485.76 5.9856 493.48 5.8 48468
2012 7 23 0 22 0 0 0 -0.57783 1.7022 -485.82 6.3828 491.82 5.8 48199
2012 7 23 0 23 0 0 0 -0.57663 1.7094 -485.88 6.6903 490.03 5.8 47888
2012 7 23 0 24 0 0 0 -0.53714 1.7243 -485.94 6.765 498.26 5.8 47534
2012 7 23 0 25 0 0 0 -0.47539 1.7475 -486 7.0807 496.57 5.8 47374
2012 7 23 0 26 0 0 0 -0.42312 1.7612 -485.5 7.3728 494.87 5.8 47409
2012 7 23 0 27 0 0 0 -0.36166 1.7613 -485 7.5136 495.19 5.8 47638
2012 7 23 0 28 0 0 0 -0.31948 1.7305 -484.5 7.727 496.53 5.8 48061
2012 7 23 0 29 0 0 0 -0.27742 1.7168 -484 8.2344 499.91 5.8 48679
2012 7 23 0 30 0 0 0 -0.21695 1.7193 -483.5 8.5836 498.08 5.8 49162
2012 7 23 0 31 0 0 0 -0.17692 1.7061 -484.54 9.1802 496.37 5.8 49511
2012 7 23 0 32 0 0 0 -0.15499 1.6689 -485.58 9.5375 494.59 5.8 49725
2012 7 23 0 33 0 0 0 -0.14799 1.6493 -486.62 9.7758 495.9 5.8 49805
2012 7 23 0 34 0 0 0 -0.15922 1.6007 -487.66 10.303 496.46 5.8 49750
2012 7 23 0 35 0 0 0 -0.1886 1.5733 -488.7 10.71 499.84 5.8 49769
2012 7 23 0 36 0 0 0 -0.25827 1.5375 -487.64 11.207 498.24 5.8 49861
2012 7 23 0 37 0 0 0 -0.29232 1.5228 -486.58 11.946 496.71 5.8 50027
2012 7 23 0 38 0 0 0 -0.35334 1.4924 -485.52 12.571 495.2 5.8 50267
2012 7 23 0 39 0 0 0 -0.48642 1.4134 -484.46 13.101 496.53 5.8 50580
2012 7 23 0 40 0 0 0 -0.6025 1.34 -483.4 13.667 496.98 5.8 50896
2012 7 23 0 41 0 0 0 -0.70667 1.2701 -483.34 14.22 496.36 5.8 51214
2012 7 23 0 42 0 0 0 -0.78086 1.2365 -483.28 14.415 498.56 5.8 51534
2012 7 23 0 43 0 0 0 -0.83238 1.2211 -483.22 14.676 496.84 5.8 51857
2012 7 23 0 44 0 0 0 -0.83284 1.2017 -483.16 15.202 495.04 5.8 52182
2012 7 23 0 45 0 0 0 -0.88105 1.1665 -483.1 15.66 496.41 5.8 52595
2012 7 23 0 46 0 0 0 -0.97539 1.1442 -483.02 16.19 497.75 5.8 53095
2012 7 23 0 47 0 0 0 -1.1042 1.0959 -482.94 16.443 495.08 5.8 53682
2012 7 23 0 48 0 0 0 -1.1109 1.1115 -482.86 16.698 498.19 5.8 54357
2012 7 23 0 49 0 0 0 -1.1101 1.1128 -482.78 17.17 496.49 5.8 55119
2012 7 23 0 50 0 0 0 -1.0827 1.1284 -482.7 17.463 494.61 5.8 55839
2012 7 23 0 51 0 0 0 -1.026 1.143 -482.62 17.877 497.81 5.8 56516
2012 7 23 0 52 0 0 0 -0.97511 1.1233 -482.54 18.085 498.95 5.8 57151
2012 7 23 0 53 0 0 0 -0.92536 1.149 -482.46 18.228 499.05 5.8 57744
2012 7 23 0 54 0 0 0 -0.80789 1.2167 -482.38 18.602 497.34 5.8 58295
2012 7 23 0 55 0 0 0 -0.67672 1.2725 -482.3 18.651 495.53 5.8 58863
2012 7 23 0 56 0 0 0 -0.51085 1.3237 -482.46 18.432 493.66 5.8 59448
2012 7 23 0 57 0 0 0 -0.36829 1.3669 -482.62 18.468 495.01 5.8 60051
2012 7 23 0 58 0 0 0 -0.25516 1.4032 -482.78 18.502 496.33 5.8 60672
2012 7 23 0 59 0 0 0 -0.16603 1.4207 -482.94 18.224 498.56 5.8 61310
2012 7 23 1 0 0 0 0 -0.048669 1.4511 -483.1 18.346 498.46 5.8 62045
2012 7 23 1 1 0 0 0 0.096591 1.4838 -483.2 18.405 498.35 5.8 62877
2012 7 23 1 2 0 0 0 0.30012 1.5779 -483.3 17.993 497.99 5.8 63805
2012 7 23 1 3 0 0 0 0.36586 1.5856 -483.4 17.665 498.1 5.8 64831
2012 7 23 1 4 0 0 0 0.46621 1.6047 -483.5 17.436 498.11 5.8 65954
2012 7 23 1 5 0 0 0 0.58614 1.6079 -483.6 16.968 498.05 5.8 66622
2012 7 23 1 6 0 0 0 0.70314 1.6287 -485.08 16.754 497.86 5.8 66836
2012 7 23 1 7 0 0 0 0.80944 1.6599 -486.56 16.322 497.68 5.8 66596
2012 7 23 1 8 0 0 0 0.95403 1.678 -488.04 15.228 497.55 5.8 65902
2012 7 23 1 9 0 0 0 1.1621 1.7049 -489.52 14.415 497.46 5.8 64754
2012 7 23 1 10 0 0 0 1.341 1.7484 -491 13.134 497.3 5.9 63691
2012 7 23 1 11 0 0 0 1.5089 1.7836 -489.9 12.09 497.14 5.9 62715
2012 7 23 1 12 0 0 0 1.6496 1.8068 -488.8 10.943 496.78 5.9 61824
2012 7 23 1 13 0 0 0 1.7971 1.8131 -487.7 9.8404 496.55 5.9 61019
2012 7 23 1 14 0 0 0 1.9001 1.8253 -486.6 8.4529 496.26 5.9 60301
2012 7 23 1 15 0 0 0 2.0101 1.853 -485.5 7.3758 495.88 5.9 59416
2012 7 23 1 16 0 0 0 2.1281 1.8851 -486.68 6.6148 495.91 5.9 58367
2012 7 23 1 17 0 0 0 2.2333 1.8984 -487.86 5.8442 495.64 5.9 57152
2012 7 23 1 18 0 0 0 2.3797 1.8883 -489.04 5.0519 495.46 5.9 55771
2012 7 23 1 19 0 0 0 2.4909 1.8985 -490.22 3.9843 495.61 5.9 54225
2012 7 23 1 20 0 0 0 2.5997 1.9717 -491.4 3.3021 495.86 5.9 53090
2012 7 23 1 21 0 0 0 2.7138 2.0208 -491.32 2.2704 495.2 5.9 52365
2012 7 23 1 22 0 0 0 2.8182 2.0693 -491.24 1.3625 495.13 5.9 52050
2012 7 23 1 23 0 0 0 2.895 2.1045 -491.16 0.81327 495.66 5.9 52145
2012 7 23 1 24 0 0 0 2.9108 2.1484 -491.08 0.1103 495.79 5.9 52651
2012 7 23 1 25 0 0 0 2.9163 2.185 -491 -1.5327 495.46 5.9 53173
2012 7 23 1 26 0 0 0 2.918 2.2288 -490.1 -2.5296 495.62 5.9 53712
2012 7 23 1 27 0 0 0 2.9404 2.2629 -489.2 -3.3099 495.25 5.9 54268
2012 7 23 1 28 0 0 0 2.9082 2.2619 -488.3 -3.9379 495.22 5.9 54840
2012 7 23 1 29 0 0 0 2.8857 2.2594 -487.4 -5.4971 494.89 5.9 55429
2012 7 23 1 30 0 0 0 2.8748 2.2566 -486.5 -6.6367 494.86 5.9 55965
2012 7 23 1 31 0 0 0 2.8819 2.2348 -486.88 -7.8398 494.49 5.9 56447
2012 7 23 1 32 0 0 0 2.904 2.2182 -487.26 -9.2908 494.21 5.9 56875
2012 7 23 1 33 0 0 0 2.9069 2.2043 -487.64 -10.345 494.19 5.9 57250
2012 7 23 1 34 0 0 0 2.9181 2.212 -488.02 -11.359 493.86 5.9 57572
2012 7 23 1 35 0 0 0 2.927 2.165 -488.4 -12.964 493.58 5.9 58153
2012 7 23 1 36 0 0 0 2.9365 2.1428 -487.84 -14.384 493.44 5.9 58994
2012 7 23 1 37 0 0 0 2.912 2.0956 -487.28 -16.538 493 5.9 60095
2012 7 23 1 38 0 0 0 2.9054 2.0583 -486.72 -17.998 492.19 5.9 61455
2012 7 23 1 39 0 0 0 2.8775 1.991 -486.16 -19.451 491.93 5.9 63074
2012 7 23 1 40 0 0 0 2.8476 1.9194 -485.6 -20.724 491.76 5.9 64222
2012 7 23 1 41 0 0 0 2.7979 1.8519 -485.48 -21.748 491.54 5.9 64898
2012 7 23 1 42 0 0 0 2.7502 1.8028 -485.36 -22.859 491.24 5.9 65102
2012 7 23 1 43 0 0 0 2.7323 1.7868 -485.24 -23.311 491.24 5.9 64834
2012 7 23 1 44 0 0 0 2.7148 1.7951 -485.12 -24.479 490.95 5.9 64095
2012 7 23 1 45 0 0 0 2.6859 1.8016 -485 -25.685 490.84 5.9 63816
2012 7 23 1 46 0 0 0 2.6689 1.8111 -484.82 -26.963 490.63 5.9 63997
2012 7 23 1 47 0 0 0 2.6746 1.797 -484.64 -27.77 490.03 5.9 64639
2012 7 23 1 48 0 0 0 2.6723 1.8029 -484.46 -28.954 489.97 5.9 65742
2012 7 23 1 49 0 0 0 2.654 1.7779 -484.28 -30.282 489.73 5.9 67306
2012 7 23 1 50 0 0 0 2.632 1.7669 -484.1 -31.546 489.51 5.9 68460
2012 7 23 1 51 0 0 0 2.6084 1.7078 -481.08 -32.6 489.62 5.9 69206
2012 7 23 1 52 0 0 0 2.623 1.6557 -478.06 -33.556 489.57 5.9 69544
2012 7 23 1 53 0 0 0 2.6315 1.6088 -475.04 -34.534 489.18 5.9 69473
2012 7 23 1 54 0 0 0 2.5982 1.5833 -472.02 -35.624 488.82 5.9 68993
2012 7 23 1 55 0 0 0 2.5644 1.5713 -469 -35.87 489.24 5.9 69041
2012 7 23 1 56 0 0 0 2.5364 1.6035 -467.8 -36.693 488.64 5.9 69616
2012 7 23 1 57 0 0 0 2.5126 1.5815 -466.6 -36.754 488.17 5.9 70719
2012 7 23 1 58 0 0 0 2.3784 1.5347 -465.4 -36.28 487.73 5.9 72349
2012 7 23 1 59 0 0 0 2.1446 1.4463 -464.2 -35.717 487.4 5.9 74507
2012 7 23 2 0 0 0 0 1.9178 1.3348 -463 -35.917 487.14 5.9 75739
2012 7 23 2 1 0 0 0 1.8266 1.2614 -461.8 -36.26 486.91 5.9 76044
2012 7 23 2 2 0 0 0 1.7175 1.2198 -460.6 -35.834 486.92 5.9 75423
2012 7 23 2 3 0 0 0 1.4667 1.1204 -459.4 -35.409 486.6 5.9 73876
2012 7 23 2 4 0 0 0 1.221 1.025 -458.2 -35.326 486.18 5.9 71403
2012 7 23 2 5 0 0 0 1.0143 0.9328 -457 -34.942 486.01 5.9 69178
2012 7 23 2 6 0 0 0 0.7977 0.87165 -458.34 -34.741 485.62 5.9 67200
2012 7 23 2 7 0 0 0 0.57357 0.82584 -459.68 -34.167 485.36 5.9 65471
2012 7 23 2 8 0 0 0 0.30356 0.78195 -461.02 -32.949 485.04 5.9 63989
2012 7 23 2 9 0 0 0 -0.0035533 0.67376 -462.36 -32.083 484.72 5.9 62755
2012 7 23 2 10 0 0 0 -0.3386 0.53697 -463.7 -30.815 484.65 5.9 61564
2012 7 23 2 11 0 0 0 -0.68005 0.34937 -465.04 -29.554 484.38 5.9 60415
2012 7 23 2 12 0 0 0 -1.0273 0.17706 -466.38 -28.304 484.19 5.9 59309
2012 7 23 2 13 0 0 0 -1.2402 0.011547 -467.72 -27.152 484.06 5.9 58245
2012 7 23 2 14 0 0 0 -1.3157 -0.1792 -469.06 -26.01 484.02 5.9 57223
2012 7 23 2 15 0 0 0 -1.3128 -0.30797 -470.4 -25.53 483.76 5.9 56540
2012 7 23 2 16 0 0 0 -1.3296 -0.33337 -471.3 -26.304 483.49 5.9 56195
2012 7 23 2 17 0 0 0 -1.2034 -0.32334 -472.2 -26.768 483.53 5.9 56190
2012 7 23 2 18 0 0 0 -0.90472 -0.24852 -473.1 -27.342 483.32 5.9 56523
2012 7 23 2 19 0 0 0 -0.61366 -0.16971 -474 -27.535 482.62 5.9 57195
2012 7 23 2 20 0 0 0 -0.36153 -0.11023 -474.9 -28.112 482.01 5.9 57643
2012 7 23 2 21 0 0 0 -0.092281 -0.050524 -475.8 -28.673 482.06 5.9 57869
2012 7 23 2 22 0 0 0 0.1744 0.029922 -476.7 -28.995 481.81 5.9 57871
2012 7 23 2 23 0 0 0 0.48991 0.10906 -477.6 -29.438 480.88 5.9 57650
2012 7 23 2 24 0 0 0 0.8536 0.22182 -478.5 -29.995 480.33 5.9 57206
2012 7 23 2 25 0 0 0 1.2384 0.34179 -479.4 -29.662 480.16 5.9 56811
2012 7 23 2 26 0 0 0 1.6194 0.45881 -480.3 -29.477 479.43 5.9 56464
2012 7 23 2 27 0 0 0 2.0126 0.60923 -481.2 -29.555 479.56 5.9 56165
2012 7 23 2 28 0 0 0 2.4102 0.78765 -482.1 -29.916 479.32 5.9 55915
2012 7 23 2 29 0 0 0 2.7927 1.0109 -483 -29.65 479.6 5.9 55714
2012 7 23 2 30 0 0 0 3.1335 1.1749 -483.9 -29.733 479.43 5.9 55632
2012 7 23 2 31 0 0 0 3.3227 1.2174 -479.88 -30.146 479.32 5.9 55669
2012 7 23 2 32 0 0 0 3.3542 1.2135 -475.86 -30.474 478.98 5.9 55825
2012 7 23 2 33 0 0 0 3.342 1.1979 -471.84 -30.751 478.53 5.9 56100
2012 7 23 2 34 0 0 0 3.3493 1.1817 -467.82 -31.464 477.79 5.91 56495
2012 7 23 2 35 0 0 0 3.3557 1.1636 -463.8 -31.287 483.93 5.92 57164
2012 7 23 2 36 0 0 0 3.3277 1.1384 -462.32 -31.018 483.68 5.93 58109
2012 7 23 2 37 0 0 0 3.2819 1.0985 -460.84 -30.341 483.71 5.94 59328
2012 7 23 2 38 0 0 0 3.1886 1.0453 -459.36 -30.461 483.76 5.95 60822
2012 7 23 2 39 0 0 0 3.1117 1.0186 -457.88 -30.615 483.1 5.96 62592
2012 7 23 2 40 0 0 0 3.0211 1.0244 -456.4 -30.539 482.58 5.97 64114
2012 7 23 2 41 0 0 0 2.9395 1.0288 -455.5 -30.752 481.91 5.98 65389
2012 7 23 2 42 0 0 0 2.8621 1.0136 -454.6 -30.273 481.89 6 66416
2012 7 23 2 43 0 0 0 2.7819 1.0081 -453.7 -30.564 481.46 6 67196
2012 7 23 2 44 0 0 0 2.5947 1.0146 -452.8 -30.446 481.38 6 67729
2012 7 23 2 45 0 0 0 2.3902 0.9976 -451.9 -30.326 480.78 6 68296
2012 7 23 2 46 0 0 0 2.226 0.95935 -451.94 -30.089 480.36 6 68897
2012 7 23 2 47 0 0 0 2.0874 0.95308 -451.98 -29.858 480.34 6 69532
2012 7 23 2 48 0 0 0 1.945 0.94321 -452.02 -29.365 479.91 6 70202
2012 7 23 2 49 0 0 0 1.8127 0.93635 -452.06 -28.733 479.84 6 70906
2012 7 23 2 50 0 0 0 1.6799 0.9344 -452.1 -27.691 479.8 6 72501
2012 7 23 2 51 0 0 0 1.5538 0.9576 -452.26 -27.372 479.02 6 74987
2012 7 23 2 52 0 0 0 1.4102 0.9915 -452.42 -26.292 478.79 6 78365
2012 7 23 2 53 0 0 0 1.27 1.0417 -452.58 -25.896 478.66 6 82634
2012 7 23 2 54 0 0 0 1.1913 1.0847 -452.74 -27.264 483.19 6 87795
2012 7 23 2 55 0 0 0 1.1396 1.1123 -452.9 -26.692 482.51 6 91600
2012 7 23 2 56 0 0 0 1.0474 1.1522 -452.71 -26.209 482.71 6 94051
2012 7 23 2 57 0 0 0 0.98413 1.1865 -452.52 -26.172 482.49 6 95146
2012 7 23 2 58 0 0 0 0.88658 1.2084 -452.33 -26.607 482.5 6 94886
2012 7 23 2 59 0 0 0 0.86067 1.2106 -452.14 -26.881 482.4 6 93271
2012 7 23 3 0 0 0 0 0.81485 1.2404 -451.95 -26.576 482.33 6 91669
2012 7 23 3 1 0 0 0 0.76246 1.2791 -451.76 -26.128 482.32 6 90079
2012 7 23 3 2 0 0 0 0.6981 1.2827 -451.57 -26.234 482.17 6 88502
2012 7 23 3 3 0 0 0 0.64165 1.2883 -451.38 -26.436 482.06 6 86937
2012 7 23 3 4 0 0 0 0.56717 1.2836 -451.19 -26.157 481.87 6 85385
2012 7 23 3 5 0 0 0 0.49761 1.2709 -451 -26.1 481.64 6 82798
2012 7 23 3 6 0 0 0 0.44375 1.2209 -451.14 -26.194 481.59 6 79177
2012 7 23 3 7 0 0 0 0.42549 1.1594 -451.28 -26.665 481.45 6 74522
2012 7 23 3 8 0 0 0 0.44724 1.0674 -451.42 -27.148 481.42 6 68831
2012 7 23 3 9 0 0 0 0.42075 0.95691 -451.56 -27.382 481.16 6 62106
2012 7 23 3 10 0 0 0 0.40201 0.82116 -451.7 -27.706 480.95 6 56813
2012 7 23 3 11 0 0 0 0.42828 0.66461 -451.42 -28.061 480.86 6 52953
2012 7 23 3 12 0 0 0 0.40376 0.5169 -451.14 -28.377 480.74 6 50524
2012 7 23 3 13 0 0 0 0.39902 0.36909 -450.86 -28.392 480.64 6 49528
2012 7 23 3 14 0 0 0 0.41192 0.24544 -450.58 -28.384 480.69 6 49965
2012 7 23 3 15 0 0 0 0.42557 0.14083 -450.3 -27.991 480.71 6 50730
2012 7 23 3 16 0 0 0 0.41571 0.038391 -451 -26.584 480.64 6 51825
2012 7 23 3 17 0 0 0 0.42649 -0.054523 -451.7 -25.621 480.41 6 53249
2012 7 23 3 18 0 0 0 0.44864 -0.13015 -452.4 -24.971 480.19 6 55002
2012 7 23 3 19 0 0 0 0.4938 -0.20042 -453.1 -24.044 480.53 6 57085
2012 7 23 3 20 0 0 0 0.54776 -0.2771 -453.8 -23.414 480.69 6 58989
2012 7 23 3 21 0 0 0 0.58985 -0.34247 -453.76 -22.519 480.49 6 60713
2012 7 23 3 22 0 0 0 0.60061 -0.46035 -453.72 -21.974 479.67 6 62259
2012 7 23 3 23 0 0 0 0.62318 -0.52501 -453.68 -21.376 479.58 6 63626
2012 7 23 3 24 0 0 0 0.67427 -0.53275 -453.64 -20.157 479.47 6 64814
2012 7 23 3 25 0 0 0 0.68525 -0.52272 -453.6 -18.926 479.5 6 65733
2012 7 23 3 26 0 0 0 0.66389 -0.50443 -453.5 -18.395 479.58 6 66383
2012 7 23 3 27 0 0 0 0.62682 -0.49837 -453.4 -17.735 479.24 6 66765
2012 7 23 3 28 0 0 0 0.60831 -0.47637 -453.3 -16.816 479 6 66877
2012 7 23 3 29 0 0 0 0.5743 -0.45577 -453.2 -15.716 478.63 6 66720
2012 7 23 3 30 0 0 0 0.53159 -0.43849 -453.1 -14.693 478.52 6 66460
2012 7 23 3 31 0 0 0 0.50757 -0.41713 -452.88 -13.564 478.47 6 66097
2012 7 23 3 32 0 0 0 0.45857 -0.39521 -452.66 -11.868 478.75 6 65632
2012 7 23 3 33 0 0 0 0.38094 -0.401 -452.44 -10.289 478.85 6 65063
2012 7 23 3 34 0 0 0 0.28839 -0.39705 -452.22 -9.1719 479.17 6 64391
2012 7 23 3 35 0 0 0 0.18975 -0.37372 -452 -7.8956 472.79 6 63539
2012 7 23 3 36 0 0 0 0.08067 -0.35482 -452.08 -6.925 472.73 6 62508
2012 7 23 3 37 0 0 0 0.032227 -0.26713 -452.16 -6.2718 472.35 6 61298
2012 7 23 3 38 0 0 0 -0.030166 -0.21636 -452.24 -5.149 472.6 6 59909
2012 7 23 3 39 0 0 0 -0.13009 -0.22175 -452.32 -4.0294 472.93 6 58340
2012 7 23 3 40 0 0 0 -0.16049 -0.1886 -452.4 -3.9455 472.87 6 57117
2012 7 23 3 41 0 0 0 -0.13797 -0.11703 -452.35 -3.5416 473.26 6 56241
2012 7 23 3 42 0 0 0 -0.10977 -0.047277 -452.3 -2.9516 473.22 6 55711
2012 7 23 3 43 0 0 0 -0.10449 -0.0029962 -452.25 -2.4114 473.03 6 55527
2012 7 23 3 44 0 0 0 -0.073451 0.032689 -452.2 -2.1767 472.73 6 55690
2012 7 23 3 45 0 0 0 -0.039736 0.049894 -452.15 -1.7469 472.77 6 55727
2012 7 23 3 46 0 0 0 0.012575 0.084655 -452.1 -1.5638 472.56 6 55639
2012 7 23 3 47 0 0 0 0.045763 0.089761 -452.05 -1.4872 472.51 6 55425
2012 7 23 3 48 0 0 0 0.12513 0.10961 -452 -0.96323 472.86 6 55086
2012 7 23 3 49 0 0 0 0.21435 0.14335 -451.95 -1.2546 472.65 6 54621
2012 7 23 3 50 0 0 0 0.30361 0.15018 -451.9 -1.8113 472.54 6 54421
2012 7 23 3 51 0 0 0 0.43668 0.22003 -451.42 -1.7386 472.87 6 54486
2012 7 23 3 52 0 0 0 0.5421 0.27146 -450.94 -1.9347 472.91 6 54816
2012 7 23 3 53 0 0 0 0.63288 0.31281 -450.46 -2.3195 472.85 6 55411
2012 7 23 3 54 0 0 0 0.73574 0.37071 -449.98 -0.61585 468.05 6 56271
2012 7 23 3 55 0 0 0 0.7884 0.3902 -449.5 -1.0377 467.93 6 57233
2012 7 23 3 56 0 0 0 0.79894 0.36949 -449.36 -0.6903 467.75 6 58298
2012 7 23 3 57 0 0 0 0.81669 0.35164 -449.22 -1.0412 467.89 6 59466
2012 7 23 3 58 0 0 0 0.87379 0.3487 -449.08 -0.97429 467.89 6 60736
2012 7 23 3 59 0 0 0 0.92515 0.33672 -448.94 -1.5124 467.95 6 62109
2012 7 23 4 0 0 0 0 0.96988 0.34094 -448.8 -1.8995 467.95 6 63123
2012 7 23 4 1 0 0 0 1.0154 0.31522 -448.7 -2.0435 467.82 6.05 63778
2012 7 23 4 2 0 0 0 1.0308 0.29734 -448.6 -2.3975 467.98 6.1 64075
2012 7 23 4 3 0 0 0 1.01 0.29465 -448.5 -3.1748 467.57 6.1 64013
2012 7 23 4 4 0 0 0 0.9982 0.26753 -448.4 -3.6438 467.48 6.1 63592
2012 7 23 4 5 0 0 0 0.94813 0.2745 -448.3 -4.1156 467.35 6.1 63065
2012 7 23 4 6 0 0 0 0.88846 0.20706 -448.54 -4.251 467.11 6.1 62432
2012 7 23 4 7 0 0 0 0.82019 0.14373 -448.78 -4.2016 467.09 6.1 61693
2012 7 23 4 8 0 0 0 0.78157 0.095655 -449.02 -4.299 466.78 6.1 60848
2012 7 23 4 9 0 0 0 0.71731 0.048058 -449.26 -4.0977 466.9 6.1 59896
2012 7 23 4 10 0 0 0 0.67068 -0.0066789 -449.5 -4.375 466.64 6.1 58775
2012 7 23 4 11 0 0 0 0.64391 -0.040116 -449.54 -4.8533 466.59 6.1 57484
2012 7 23 4 12 0 0 0 0.63015 -0.075435 -449.58 -5.3131 466.36 6.1 56022
2012 7 23 4 13 0 0 0 0.59075 -0.11287 -449.62 -5.5656 466.28 6.1 54391
2012 7 23 4 14 0 0 0 0.52588 -0.15893 -449.66 -5.4795 466.13 6.1 52590
2012 7 23 4 15 0 0 0 0.47299 -0.19053 -449.7 -5.6797 466.12 6.1 51014
2012 7 23 4 16 0 0 0 0.38198 -0.21157 -450.04 -5.3799 466.04 6.1 49663
2012 7 23 4 17 0 0 0 0.29831 -0.20137 -450.38 -5.2039 466.05 6.1 48538
2012 7 23 4 18 0 0 0 0.20544 -0.21813 -450.72 -4.7269 466.06 6.1 47638
2012 7 23 4 19 0 0 0 0.084053 -0.24218 -451.06 -4.4338 465.63 6.1 46963
2012 7 23 4 20 0 0 0 0.021838 -0.28482 -451.4 -3.7793 465.35 6.1 46323
2012 7 23 4 21 0 0 0 -0.079013 -0.30549 -451.2 -2.9825 465.52 6.1 45717
2012 7 23 4 22 0 0 0 -0.22428 -0.3304 -451 -2.4668 466.05 6.1 45145
2012 7 23 4 23 0 0 0 -0.36205 -0.36707 -450.8 -1.9533 466 6.1 44607
2012 7 23 4 24 0 0 0 -0.41134 -0.40591 -450.6 -1.7466 466.18 6.1 44104
2012 7 23 4 25 0 0 0 -0.44641 -0.41986 -450.4 -1.4438 466.18 6.1 43627
2012 7 23 4 26 0 0 0 -0.48165 -0.44045 -450.12 -1.3428 466.1 6.1 43177
2012 7 23 4 27 0 0 0 -0.53867 -0.44869 -449.84 -1.341 466.17 6.1 42752
2012 7 23 4 28 0 0 0 -0.5912 -0.44369 -449.56 -1.5581 466.09 6.1 42354
2012 7 23 4 29 0 0 0 -0.63956 -0.42168 -449.28 -1.6068 465.94 6.1 41982
2012 7 23 4 30 0 0 0 -0.69953 -0.42017 -449 -1.3734 465.85 6.1 41609
2012 7 23 4 31 0 0 0 -0.74966 -0.42552 -449.16 -1.0301 465.86 6.1 41234
2012 7 23 4 32 0 0 0 -0.75496 -0.45067 -449.32 -1.1664 465.78 6.1 40858
2012 7 23 4 33 0 0 0 -0.73873 -0.45894 -449.48 -1.3371 465.71 6.1 40480
2012 7 23 4 34 0 0 0 -0.72582 -0.4553 -449.64 -1.0559 465.58 6.1 40100
2012 7 23 4 35 0 0 0 -0.73605 -0.43997 -449.8 -1.2127 465.28 6.1 39725
2012 7 23 4 36 0 0 0 -0.72659 -0.42278 -449.44 -0.99455 465.15 6.1 39355
2012 7 23 4 37 0 0 0 -0.66947 -0.42817 -449.08 -0.51868 465.26 6.1 38989
2012 7 23 4 38 0 0 0 -0.64631 -0.3943 -448.72 -0.28841 465.07 6.1 38628
2012 7 23 4 39 0 0 0 -0.68676 -0.33513 -448.36 0.12004 465.09 6.1 38271
2012 7 23 4 40 0 0 0 -0.7691 -0.32072 -448 1.0893 465.19 6.1 38136
2012 7 23 4 41 0 0 0 -0.85096 -0.30767 -447.94 1.5453 465 6.1 38222
2012 7 23 4 42 0 0 0 -0.88885 -0.27832 -447.88 1.6447 464.75 6.1 38529
2012 7 23 4 43 0 0 0 -0.92212 -0.24904 -447.82 1.4628 464.53 6.1 39057
2012 7 23 4 44 0 0 0 -0.92673 -0.19821 -447.76 2.1351 464.74 6.1 39806
2012 7 23 4 45 0 0 0 -0.94593 -0.1518 -447.7 2.3456 464.6 6.1 40655
2012 7 23 4 46 0 0 0 -0.9249 -0.058478 -447.52 2.8495 464.51 6.1 41602
2012 7 23 4 47 0 0 0 -0.89661 0.032838 -447.34 3.1152 464.45 6.1 42650
2012 7 23 4 48 0 0 0 -0.86096 0.12555 -447.16 3.3071 464.18 6.1 43796
2012 7 23 4 49 0 0 0 -0.83109 0.18944 -446.98 3.8921 464.14 6.1 45042
